Review,bac_si,nhan_vien,csvc_va_phuong_tien_pv
"Bên ngoài bệnh viện thoáng đãng, xanh, sạch, đẹp! Nội dung bên trong thì điều trị phân loại bệnh nhân thiếu khoa học, khoa khám chữa bệnh ban ngày các cháu bị bệnh truyền nhiễm và các bệnh không truyền nhiễm cùng ở 1 phòng to như hội trường, cực kỳ thông thoáng. Đến giờ thăm nom phòng bệnh xôm tụ như cái chợ vỡ, bệnh nhân 1 thì cô, dì, chú, bác ba bốn. Không biết ban lãnh đạo bệnh viện có hiểu điều tối thiểu của y tế dự phòng hay không? Các cháu còn nhỏ, dịch COVID vẫn còn, công tác y tế dự phòng không tốt rất dễ dàng gây ra lây nhiễm chéo.",0,0,2.0
"Bác sỹ ở đây có ng rất lịch sự, dễ gần nhưng mấy đứa làm thu tiền với tiếp đón rất hách dịch, làm như mình ko có tiền trả nó ý,",3,1,1.0
"Lễ 2/9 tới bệnh viện có khám không ạ, cụ thể ngày mồng 2 đến mồng 4",0,0,0.0
"Bệnh viện Bệnh nhiệt đới Trung ương là bệnh viện công lập chuyên khoa hàng đầu về điều trị bệnh, phục hồi chức năng về các bệnh truyền nhiễm và nhiệt đới tại Việt Nam. Bệnh viện có tên dịch ra tiếng Anh là National Hospital of Tropical Diseases, viết tắt là NHTD",0,0,0.0
"Chị trông xe: nice.Quầy hướng dẫn: tận tâm.Bác sĩ: nice.Dịch vụ: ổn, nhưng hơi lâu.Bv làm việc cả sáng t7, cn. Chiều t7, cn chỉ tiếp ca cấp cứu...Mình đi nhổ răng khôn. Tính cả thời gian khám, ăn no và nhổ thì mất 2 tiếng còn nhổ ko mất tầm 15'..Trước khi nhổ bsi còn hỏi liên tục là mình hiện ko đau răng và đã ăn no mới cho vào nhổ ☺.Nhổ xong bsi còn động viên là mình làm tốt lắm. 😊.Hơi tiếc là bv xa nhà mình quá nên đi lại hơi bất tiện.",5,4,0.0
"Trang thiết bị tốt.Bác sĩ, y tá khám, tư vấn,chăm sóc tận tâm..Vừa rồi tôi đi khám bệnh, hơi buồn vì có điều làm mất điểm ở bệnh viện. Do vội đi có việc nên đã thanh toán hóa đơn vì nghĩ là tiền thuốc khám bệnh nhiều hơn tiền thuốc bảo hiểm quy định cho mỗi bệnh nhân có bảo hiểm. Nhưng về nhà xem lại hóa đơn lại thấy ghi nội dung là hóa đơn thanh toán tiền thuốc dịch truyền, trong khi tôi chỉ đến khám bệnh. Tôi nghĩ là có sơ xuất, và 1 phần vì tôi không xem rõ trước khi thanh toán. Nên chỉ bày tỏ ý kiến mong sẽ không có trường hợp này xảy ra thêm nữa.",4,0,4.0
Dịch vụ tốt y bác sĩ tận tâm thi thoảng có một số y bác sĩ khó tính nóng nảy . vì là tuyến cuối nên bv rất đông và chật .cá nhân mình khi xuất viện ko dc bác sĩ nhắc nhở khi về nhà điều trị và phục hồi sau ra viện như nào,2,1,1.0
"- Bệnh viện nằm trên trục đường Trần Hưng Đạo, là một trong những bệnh viện nổi tiếng nhất TP.HCM về răng hàm mặt..- Chi phí gửi xe: 4k..- Mua sổ khám + phí là 48k (tăng 4k so với trước đây)..- Sau khi lấy sổ khám, vào bàn điền thông tin cá nhân, sau đó nộp quầy 2, ngồi chờ một lát qua quầy 1, nói bị gì, đau ở đâu, họ chỉ qua chỗ nào khám..- Nhìn chung các y bác sĩ, nhân viên tạm được, do bệnh viện NN nên ko chu đáo như bv tư.",0,0,0.0
"Bệnh viện nhiệt đới trung ương, nằm trong khuôn viên của bệnh viện Bạch Mai. Bệnh viện chuyên môn các bệnh về truyền nhiễm nhiệt đới như sốt xuất huyết,... Có khám thường và khám cấp cứu 24/24. Phòng dịch vụ một người một giường, một phòng 4 người, có thể cho 1 người nhà ở lại qua đêm. Bác sỹ khá nhiệt tình, thăm khám thường xuyên.",4,0,4.0
Khám đông người. Đợi lâu quá. Hầu như đi viện nào cũng vậy,0,0,0.0
Bac si co tam nhung chua gioi,3,2,2.0
"Viện mở cửa khám bệnh từ sớm, nếu đi xe máy bạn hãy gửi ở bãi đỗ vỉa hè do viện quản lý, có cò mồi gửi xe với giá 20k họ chiếm tạm thời bãi đỗ của viện, khi bãi đỗ hoạt động thì họ dắt xe bạn về nhà họ. Bạn muốn lấy xe phải nhìn địa chỉ trên vé..Có cò mồi mua sổ khám bệnh và lấy số. Đừng nghe vì sổ đc phát miễn phí khi bạn khám bệnh, số thứ tự khám có trong phiếu khám bệnh thì bạn phải xếp hàng mới có được..Có 3 khu cửa xếp hàng khám bệnh dịch vụ. 1 khu khám giáo sư, trưởng khoa 300k/ lượt, bên này rất đông người xếp hàng nên bạn phải đến sớm  1 khu khám dịch vụ thường có 1 cửa cho trẻ nhỏ và người già, 2 cửa còn lại cho người lớn 150k/ lượt  1 khu khám lại. Thường 6h15 là họ bắt đầu phát phiếu khám có ghi stt và phòng khám..Nếu ko xác định được phòng bạn vào khám là phòng nào thì có đội ngũ hướng dẫn rất đông và tận tình...Có phòng chờ cho bn chờ khám, có stt khám trên mỗi bảng điện tử. Phòng chờ nhiều ghế, quạt điện, điều hòa và cây nước uống sạch sẽ, không quá ồn ào. Khi vào phòng khám đc phát sổ và khám. Khám nhanh, nếu bạn có chỉ định làm các xét nghiệm cận lâm sàng thì cũng đc hướng dẫn nhanh chóng...Đấy là quy trình tôi đã trải nghiệm khám dịch vụ tại viện mắt trung ương muốn chia sẻ.",0,0,3.0
"Bác sĩ tận tình, phục vụ chu đáo đôi khi vẫn còn một số nhân viên chưa thực sự mềm mỏng, có thể do áp lực công việc",4,0,0.0
"Đang xây dựng thêm rộng rải tội mỗi hộ lý hơi ra vẽ ta đay , xe đổ ko có bãi đỗ tùm lum ko đau vào đau đi trong viện mà chạy o to ngược chiều thua",2,2,2.0
"Chồng tôi hôm nay đi khám tại BV TMHTƯ và bác sĩ kết luận chỉ bị viêm họng bình thường. Do anh í không biết gì về thuốc cũng tin bác sĩ có tâm nên ra mua theo đơn bác sĩ kê. Kết quả thanh toán 4triệu tiền thuốc. Bình thường tôi mua thuốc ở hiệu thuốc cho bệnh này chỉ mất khoảng 100-200 nghìn vnđ cho 1 liều uống 5-7 ngày. Không hiểu bác sĩ hay nhà thuốc kê đơn kiểu gì mà lên đến 4 triệu. Đàn ông đi mua đồ có mấy khi mặc cả hay hỏi giá. Anh chồng tôi ngại nên cũng không thắc mắc nhưng tôi muốn nói ở đây là các Ac nên hỏi người mua trước khi bán vì có nhiều sự lựa chọn thuốc nội thuốc ngoại....Tôi đi khám và mua thuốc ở Hồng Ngọc hay Vinmec cũng không đắt đỏ như vậy.Làm ơn đã làm nghề thầy thuốc thì nên có tâm, có đạo đức nghề nghiệp 1 chút chứ đừng vì lợi ích của bản thân mà khiến người khác phải khó sử.",0,0,2.0
Vì tui là tổng giám đốc đó😤😬😆! …,0,0,0.0
"Mình tới công tác. Bv đông, thủ tục rườm rà. Một số người rất chuyên nghiệp nhưng cũng có vài người thái độ rất khó chịu. Ưu điểm lớn nhất là chất lượng điều trị và giá cả.",3,0,0.0
"Vợ chồng mình vừa đưa con gái đi khám răng,bv rất đông, cũng chấp nhận là vào cuối tuần, chờ 2 tiếng mới đến lượt,trám 4 cái răng mà làm trong vòng có 15 phút, giống như làm cho có, giá lại cao(1 tr), như thế làm sao bảo đảm chất lượng.Đây là lần cuối mình đến đây,lần sao ra tư nhân cho khỏe, giá cũng chỉ từng đó,phục vụ lại tốt hơn nhiều",2,0,2.0
"Mọi người đi khám cẩn thận chỗ dừng xe, ở đây ko đc phép đỗ xe bên trái. Các chú công an làm việc rất tích cực nên chỉ cần dừng là các chú thấy ngay..Tiếp theo, ngay cổng vào có mấy ng bán sổ khám bệnh. Không biết mà mua vào là mất 130k, sau đó đc gạ vào khám dịch vụ thì nộp 400k nữa. Nếu ko là mất luôn 130k tiền sổ kia. Trong khi mình vào trong khám chỉ mất 150k/ người.",0,0,3.0
"Bv nhiều y tá, điều dưỡng hơn bs, trình độ chuyên môn nghiệp vụ yếu, bệnh nhân bị nhức đầu kêu đi chụp hình phổi, chụp xong nói bt, người nhà yêu cầu chụp CT não k cho, đến khi nhức đầu quá k chịu nổi mới cho chụp mới biết bị khối u não. Nhập viện cấp cứu 2 ngày k cho uống j ngoài giảm đau, phòng dv 500 ng 1 ngày máy lạnh bị hư chỉ sd quạt, thật sự quá tệ!! Đáng lẽ k có sao nào",0,0,0.0
Xếp hàng khám ở bệnh viện. Nếu muốn khám giáo sư trưởng khoa thì cần đến sớm xếp hàng vì số phiếu khám hạn chế,0,0,3.0
"Khu kỹ thuật cao Bệnh Viện Răng Hàm Mặt TPHCM. Nhân viên nhiệt tình, phòng ốc sạch sẽ phục vụ nước uống, trà, cafe miễn phí.",5,5,5.0
"Bệnh viện chuyên chăm sóc người cao tuổi với thiết bị hiên đai, đội ngũ bác sĩ, y tá, hộ lý có chuyên môn tốt , nhiệt tình",5,0,5.0
Bệnh viện đứng đầu cả nước về điều trị xương khớp,3,2,3.0
"Xe tải Isuzu - Xe Tải Nhật 0927.360.000.Giá cả cạnh tranh,  ưu đãi lớn,  trả góp cao 70%.HOTLINE ☎ 0927.360.000",0,0,2.0
"Bẹnh viện hiện đại, thoáng",0,0,4.0
Thái độ y tá và bác sĩ tệ!! Rất tệ,1,0,0.0
Cho hỏi bệnh viện này có tiêm chủng vắc xin không ạ,0,0,0.0
Ở đây khám rất tốt nên mắc lắm. Vì vậy người nước ngoài đi hơi nhiều,4,0,2.0
"Quầy thu ngân tầng 11 nhà E thái độ cau có, gắt gỏng, làm việc giải quyết chậm chạm",0,2,0.0
Thái độ nhân viên chỏng lỏn. Hay kèo giá dịch vụ. Quy trình ko khoa học,0,2,0.0
Chất lượng khám chữa bệnh tốt nhưng lối vào còn chật hẹp,0,0,3.0
Nhân viên quầy viện phí hoạnh họe đủ thứ về bhyt.kiểu như bắt buộc phải khám dịch vụ.bệnh viện tw mà làm ăn vớ vẩn thật,0,2,0.0
Cái bệnh viện giẻ rách. Khám theo yêu cầu mà nhân viên còn không ra gì. Nói chuyện như chó táp..Ai nộp phiếu trước thì lật ngược lại rồi kêu tên cũng ko biết.  Kêu từ trên xuống. Không biết học kiểu gì. 6 7 năm trời mà ngu như con chó..Kiểu này khám bảo hiểm ko biết ra sao..Cả 1 lũ giẻ rách. Ngu si,0,0,0.0
k hiểu sao bệnh việt sét nghiệm tiểu cầu thấp. bắt người bệnh sang huyết học sét nghiệm lại. làm tốn thêm rất nhiều chi phí. và thời gian đi lại. mà mức tiều cầu ở mức 75. không quá thấp,3,0,0.0
Nhan vien y te co trinh do chuyen mon tot.,4,0,0.0
"Thuốc đắt,khám thì qua loa dù đã khám theo yêu cầu.",2,0,2.0
"Nhân viên y tế làm việc sơ sài quá, cắt chỉ trên đầu mà còn sót kim, đi về nữa đường phát hiện nên gia đình tôi quay lại cắt Chỉ còn sót,  kiểm tra nói hết rồi, ai mà ngờ về tới nhà vẫn còn sót trên đầu lại một cây nữa. Bác sĩ trực khám cũng sơ sài",0,0,0.0
"Quá đông người tập trung chờ làm thủ tục tiêm vaccine Covid , không đảm bảo khoảng cách giãn cách.",0,0,3.0
Bệnh viện kieu gi ma 8 gio đa duoi ko cho người than vào tham va chạm,0,0,0.0
"2 cu vào viện được 10 ngày rôi.Cầu mong cho con nhanh khỏe manh, bình an.",0,0,0.0
Niềng răng mắc cài tự buộc 40 mấy triệu mà đang ăn bình thường tự nhiên sứt ra. Bị bác sĩ chửi🤷🏼‍♂️. Chờ mòn mỏi hơn 1 tiếng mới được gọi tên. Nói chung là buồn …,2,0,2.0
"Nhà ăn BV phát cơm cho bệnh nhân, bệnh nhân báo đổi cháo luôn thì bảo không đổi đc, bảo ng nhà ăn đi rồi mua cháo cho BN. Ok đi mua cháo, xong cầm hộp cơm quay vào nhà ăn để ăn thì nhận viên bảo: phát cơm ở đâu vào đấy mà ăn🙂🙂🙂 ôi dcm các bác nói xem có cay không, trong khi bà hộ lý kêu:""Người nhà ra ngoài ăn"" . Thế chắc ngồi giữa sân mà ăn à😏😏😏 à bonus quả trời mưa phùn😑",0,1,0.0
"Thái độ của nhân viên thu ngân, ng đứng quầy giao dịch rất là hách dịch.  Thái  độ vc luôn. Chưa bh đi khams o bẹnh vien nào mà như vậy.",0,1,0.0
"Bệnh viện này rất là chán ,gọi hotline bệnh viện ko bao giờ được .",0,0,0.0
nhiều vấn đề bức xúc.- lao công và điều dưỡng hách dịch.- không có chỗ ngủ cho người nhà bệnh nhân.- phòng quy định 10 người mà cứ nhét 11.rồi không có chỗ ngủ lấy sức đâu mà nuôi bệnh nhân.- tự các b hiểu là vì sao sắp đóng cửa rồi đấy,0,2,2.0
Chăm sóc tốt bệnh nhân. Cảm ơn,4,4,4.0
"Rất hài lòng về các dịch vụ thăm khám của bệnh viện, ngoại trừ việc lấy số hơi lâu. Đặc biệt mình xin cảm ơn bs Hà Giang, bs đã đồng hành cùng mình trong suốt thời gian mình bị mụn trứng cá từ những ngày bệnh nặng nhất đến tận bây giờ luôn. Chị đã động viên, theo sát quá trình điều trị, thậm chí trong tgian dịch bệnh mình k qua bv khám được, chị vẫn rất nhiệt tình nhắn tin hỗ trợ và hỏi han mình, đưa mình cách khắc phục bệnh. 1 bác sĩ rất nhiệt tình, có chuyên môn cao và rất tâm huyết với nghề luôn á. Em cảm ơn bs rất nhiều 🥰",5,0,0.0
Cảm ơn các y bác sĩ đã hỗ trợ công tác phòng chống dịch và triển khai tiêm vaccine nhanh chóng cho người dân.,4,0,0.0
"Dịch vụ tương đối tốt, nhưng an ninh trật tự chưa tốt, nhiều đối tượng trà trộn giả làm người nhà bệnh nhân để hành nghề móc túi.... Tụi là 1 nạn nhân bị móc mất 2 triệu....",0,0,2.0
bệnh viện có làm việc vào ngatf chủ nhật ko ạ?,0,0,0.0
"Bệnh viện rộng rãi, thoáng. Mỗi tội đường 70 chật chội và hay tắc quá...",0,0,3.0
"Bệnh viện Lao và Bệnh phổi Trung ương là bệnh viện chuyên khoa tuyến cao nhất về Lao và Bệnh phổi, trực thuộc Bộ Y Tế",0,0,0.0
Bs tiến sĩ phó sg làm k có trách nhiệm rời bỏ vị trí làm việc để bệnh nhân đợi kết quả Cả ngày k có,2,0,0.0
"Đây là bệnh viện co dịch vụ tệ nhất mà tôi từng gặp. Đội ngũ y bác sĩ, nhan viên xem thường bệnh nhân. Bộ y tế nên vi hành và xem lại bộ mặt bệnh viện lớn nhất nước này.",1,1,0.0
"Dieu duong benh vien qua te ,keu hoai ko xuong,nam phong dich vu ma con thua nam ngoai hanh lang,noi chung la qua that vong",0,0,0.0
"Bệnh viện trung ương khám thì hay nhưng đã là bệnh viện làm việc bằng cái tâm nói chung, nói riêng thì bác sĩ có hẹn với bệnh nhân tái khám.Trước khi cho cuộc hẹn nên nhìn lịch xem có rơi vào thứ 7, cn ko? Có những bác bệnh nhân ở vùng sâu ko được nhanh nhẹn hẹn tái khám rơi vào ngày thứ 7 ko gặp đc bác sĩ, bệnh nhân phải về trong khi ko gặp đc bs điều trị cho mình.BỆNH VIỆN CŨNG NHƯ BS nên rút kinh nghiệm nhé.",0,0,0.0
